pm25,lat,lon,tmp,rh,hpbl,wspd,pop,road_den_1km,prim_road_len_1km,near_dist,bareland,builtup,cropland,grassland,treecover,water,ndvi,aod
31.39130435,10.783057,106.700606,25.20413913,70.05672803,455.131335,2.352895151,20680.62695,27.46246147,6885.987305,18.53730525,296.3115702,764977.7039,0.0,1876.639945,232011.9595,0.0,2700.122924,0.29966115032230256
37.45833333,10.783057,106.700606,24.72643085,73.42582565,339.08372,1.903761267,20680.62695,27.46246147,6885.987305,18.53730525,296.3115702,764977.7039,0.0,1876.639945,232011.9595,0.0,2700.122924,1.110117197
68.08333333,10.783057,106.700606,26.09508659,77.79343222,367.190738,1.293329061,20680.62695,27.46246147,6885.987305,18.53730525,296.3115702,764977.7039,0.0,1876.639945,232011.9595,0.0,2700.122924,1.439045429
51.26086957,10.783057,106.700606,26.51492588,82.98247544,462.5042105,1.58887232,20680.62695,27.46246147,6885.987305,18.53730525,296.3115702,764977.7039,0.0,1876.639945,232011.9595,0.0,2700.122924,0.58859539
18.90909091,10.783057,106.700606,25.48353486,93.04650353,324.7353559,2.50587556,20680.62695,27.46246147,6885.987305,18.53730525,296.3115702,764977.7039,0.0,1876.639945,232011.9595,0.0,2700.122924,0.9147001431489201
15.91666667,10.783057,106.700606,25.56892713,90.42169094,470.6362929,3.593767815,20680.62695,27.46246147,6885.987305,18.53730525,296.3115702,764977.7039,0.0,1876.639945,232011.9595,0.0,2700.122924,0.0
16.875,10.783057,106.700606,26.01493727,86.5050347,551.2063137,3.411616191,20680.62695,27.46246147,6885.987305,18.53730525,296.3115702,764977.7039,0.0,1876.639945,232011.9595,0.0,2700.122924,0.0
